sentid	sentpos	word	num_responses	responses_exist
53	5	continued	78.0	True
53	6	looking	80.0	True
53	7	bored.	80.0	True
54	1	The	0.0	True
54	2	dead	76.0	True
54	3	must	78.0	True
54	4	not	78.0	True
54	5	kill	76.0	True
54	6	the	78.0	True
54	7	living.	78.0	True
55	1	The	0.0	True
55	2	prison	80.0	True
55	3	guard	79.0	True
55	4	walked	76.0	True
55	5	along	78.0	True
55	6	the	78.0	True
55	7	row.	79.0	True
56	1	The	0.0	True
56	2	van	78.0	True
56	3	is	80.0	True
56	4	your	79.0	True
56	5	lead,	80.0	True
56	6	follow	80.0	True
56	7	that.	79.0	True
57	1	You're	0.0	True
57	2	getting	80.0	True
57	3	up	79.0	True
57	4	early	78.0	True
57	5	in	80.0	True
57	6	the	78.0	True
57	7	morning.	78.0	True
58	1	After	0.0	True
58	2	lunch	80.0	True
58	3	he	80.0	True
58	4	was	79.0	True
58	5	told	78.0	True
58	6	he	79.0	True
58	7	had	78.0	True
58	8	visitors.	79.0	True
59	1	Albert	0.0	True
59	2	spoke	79.0	True
59	3	before	79.0	True
59	4	Barbara	80.0	True
59	5	had	79.0	True
59	6	a	76.0	True
59	7	chance	76.0	True
59	8	to.	76.0	True
60	1	Come	0.0	True
60	2	within	79.0	True
60	3	the	78.0	True
60	4	walls	79.0	True
60	5	to	78.0	True
60	6	escape	80.0	True
60	7	the	79.0	True
60	8	enemy.	79.0	True
61	1	Follow	0.0	True
61	2	me	78.0	True
61	3	closely	80.0	True
61	4	and	80.0	True
61	5	watch	79.0	True
61	6	for	80.0	True
61	7	their	80.0	True
61	8	leader.	80.0	True
62	1	He	0.0	True
62	2	called	80.0	True
62	3	out	80.0	True
62	4	but	78.0	True
62	5	she	80.0	True
62	6	did	78.0	True
62	7	not	80.0	True
62	8	move.	78.0	True
63	1	He	0.0	True
63	2	sat	80.0	True
63	3	down	78.0	True
63	4	and	80.0	True
63	5	began	80.0	True
63	6	to	80.0	True
63	7	eat	79.0	True
63	8	breakfast.	78.0	True
64	1	He	0.0	True
64	2	slammed	80.0	True
64	3	the	78.0	True
64	4	knife	78.0	True
64	5	down	78.0	True
64	6	on	79.0	True
64	7	the	79.0	True
64	8	lamb.	80.0	True
65	1	He	0.0	True
65	2	staggered	80.0	True
65	3	into	78.0	True
65	4	the	78.0	True
65	5	chair	76.0	True
65	6	at	78.0	True
65	7	his	80.0	True
65	8	desk.	80.0	True
66	1	I	0.0	True
66	2	do	79.0	True
66	3	not	80.0	True
66	4	spare	79.0	True
66	5	the	76.0	True
66	6	birds	80.0	True
66	7	a	80.0	True
66	8	killing.	80.0	True
67	1	I	0.0	True
67	2	think	79.0	True
67	3	our	79.0	True
67	4	friend's	80.0	True
67	5	demands	76.0	True
67	6	are	79.0	True
67	7	well	79.0	True
67	8	justified.	79.0	True
68	1	Let	0.0	True
68	2	us	80.0	True
68	3	leave	79.0	True
68	4	these	80.0	True
68	5	poor	78.0	True
68	6	people	80.0	True
68	7	in	78.0	True
68	8	peace.	80.0	True
69	1	Walter	0.0	True
69	2	closed	80.0	True
69	3	the	80.0	True
69	4	door	80.0	True
69	5	and	79.0	True
69	6	took	76.0	True
69	7	a	76.0	True
69	8	breath.	76.0	True
70	1	William	0.0	True
70	2	sat	80.0	True
70	3	down	78.0	True
70	4	and	80.0	True
70	5	tucked	80.0	True
70	6	into	76.0	True
70	7	his	78.0	True
70	8	breakfast.	80.0	True
71	1	Alec	0.0	True
71	2	stood	80.0	True
71	3	against	78.0	True
71	4	the	78.0	True
71	5	wall	79.0	True
71	6	to	80.0	True
71	7	steady	76.0	True
71	8	himself.	78.0	True
72	1	No-one	0.0	True
72	2	else	79.0	True
72	3	had	78.0	True
72	4	dared	80.0	True
72	5	step	78.0	True
72	6	within	78.0	True
72	7	the	80.0	True
72	8	ring.	80.0	True
73	1		0.0	True
73	2	of	76.0	True
73	3	the	78.0	True
73	4	city	79.0	True
73	5	people	78.0	True
73	6	dress	80.0	True
73	7	like	78.0	True
73	8	that.	78.0	True
74	1	She	0.0	True
74	2	saw	78.0	True
74	3	the	78.0	True
74	4	throwing	76.0	True
74	5	knife	79.0	True
74	6	in	80.0	True
74	7	his	78.0	True
74	8	hand.	76.0	True
75	1	She	0.0	True
75	2	was	80.0	True
75	3	smiling	78.0	True
75	4	in	78.0	True
75	5	the	78.0	True
75	6	dark,	80.0	True
75	7	teeth	79.0	True
75	8	flashing.	80.0	True
76	1	Shut	0.0	True
76	2	your	79.0	True
76	3	smart	79.0	True
76	4	foul	80.0	True
76	5	mouth	78.0	True
76	6	and	78.0	True
76	7	sit	78.0	True
76	8	down.	80.0	True
77	1	Tell	0.0	True
77	2	me	80.0	True
77	3	what	80.0	True
77	4	really	79.0	True
77	5	happened	79.0	True
77	6	to	80.0	True
77	7	the	78.0	True
77	8	truck.	78.0	True
78	1	The	0.0	True
78	2	door	80.0	True
78	3	was	79.0	True
78	4	opened	79.0	True
78	5	and	78.0	True
78	6	Alexander	79.0	True
78	7	walked	78.0	True
78	8	out.	80.0	True
79	1	There	0.0	True
79	2	were	80.0	True
79	3	choked	79.0	True
79	4	screams	79.0	True
79	5	and	76.0	True
79	6	shouts	78.0	True
79	7	of	80.0	True
79	8	dismay.	80.0	True
80	1	There	0.0	True
80	2	will	78.0	True
80	3	be	80.0	True
80	4	men	79.0	True
80	5	to	76.0	True
80	6	kill	80.0	True
80	7	either	80.0	True
80	8	way.	80.0	True
81	1	They	0.0	True
81	2	were	80.0	True
81	3	definitely	76.0	True
81	4	holding	78.0	True
81	5	hands	79.0	True
81	6	underneath	80.0	True
81	7	the	78.0	True
81	8	table.	76.0	True
82	1	Claudia	0.0	True
82	2	still	78.0	True
82	3	teaches	79.0	True
82	4	and	78.0	True
82	5	still	76.0	True
82	6	claims	80.0	True
82	7	to	80.0	True
82	8	hate	78.0	True
82	9	it.	78.0	True
83	1	Burn	0.0	True
83	2	him	80.0	True
83	3	now,	78.0	True
83	4	don't	78.0	True
83	5	wait	78.0	True
83	6	for	79.0	True
83	7	him	78.0	True
83	8	to	78.0	True
83	9	escape.	79.0	True
84	1	Don't	0.0	True
84	2	die	78.0	True
84	3	of	78.0	True
84	4	cold	80.0	True
84	5	before	80.0	True
84	6	you	79.0	True
84	7	die	76.0	True
84	8	in	76.0	True
84	9	battle.	79.0	True
85	1	Good	0.0	True
85	2	God,	78.0	True
85	3	if	78.0	True
85	4	you	80.0	True
85	5	are	80.0	True
85	6	watching,	80.0	True
85	7	give	78.0	True
85	8	me	79.0	True
85	9	strength.	80.0	True
86	1	He	0.0	True
86	2	heaved	80.0	True
86	3	his	80.0	True
86	4	shoulders	80.0	True
86	5	and	76.0	True
86	6	swung	78.0	True
86	7	the	80.0	True
86	8	axe	76.0	True
86	9	again.	78.0	True
87	1	He	0.0	True
87	2	is	80.0	True
87	3	after	80.0	True
87	4	glory	78.0	True
87	5	and	80.0	True
87	6	heads	79.0	True
87	7	for	79.0	True
87	8	his	76.0	True
87	9	hall.	79.0	True
88	1	He	0.0	True
88	2	just	76.0	True
88	3	wished	76.0	True
88	4	he	79.0	True
88	5	could	80.0	True
88	6	talk	78.0	True
88	7	to	80.0	True
88	8	his	79.0	True
88	9	dad.	79.0	True
89	1	He	0.0	True
89	2	lay	76.0	True
89	3	his	76.0	True
89	4	sword	80.0	True
89	5	aside	79.0	True
89	6	and	80.0	True
89	7	extended	80.0	True
89	8	his	80.0	True
89	9	hands.	80.0	True
90	1	He	0.0	True
90	2	sighed	80.0	True
90	3	and	76.0	True
90	4	walked	80.0	True
90	5	back	80.0	True
90	6	to	80.0	True
90	7	the	79.0	True
90	8	wood	80.0	True
90	9	shop.	79.0	True
91	1	He	0.0	True
91	2	smiled	79.0	True
91	3	when	78.0	True
91	4	she	78.0	True
91	5	let	80.0	True
91	6	out	76.0	True
91	7	a	80.0	True
91	8	big	79.0	True
91	9	yawn.	80.0	True
92	1	He	0.0	True
92	2	was	79.0	True
92	3	leaning	76.0	True
92	4	against	78.0	True
92	5	his	80.0	True
92	6	truck	79.0	True
92	7	smoking	78.0	True
92	8	a	79.0	True
92	9	joint.	78.0	True
93	1	I	0.0	True
93	2	was	79.0	True
93	3	thinking	79.0	True
93	4	of	79.0	True
93	5	getting	80.0	True
93	6	the	76.0	True
93	7	band	79.0	True
93	8	together	80.0	True
93	9	again.	79.0	True
94	1	It	0.0	True
94	2	is	78.0	True
94	3	a	79.0	True
94	4	narrow	76.0	True
94	5	ship,	80.0	True
94	6	much	80.0	True
94	7	like	78.0	True
94	8	our	79.0	True
94	9	own.	79.0	True
95	1	Arthur	0.0	True
95	2	placed	78.0	True
95	3	the	80.0	True
95	4	bars	76.0	True
95	5	of	80.0	True
95	6	chocolate	76.0	True
95	7	on	80.0	True
95	8	the	79.0	True
95	9	counter.	79.0	True
96	1	John	0.0	True
96	2	gave	80.0	True
96	3	Bernard	78.0	True
96	4	a	80.0	True
96	5	hard	78.0	True
96	6	slap	78.0	True
96	7	on	80.0	True
96	8	the	80.0	True
96	9	head.	78.0	True
97	1	Let's	0.0	True
97	2	get	76.0	True
97	3	out	79.0	True
97	4	and	78.0	True
97	5	I'll	78.0	True
97	6	buy	79.0	True
97	7	you	78.0	True
97	8	a	80.0	True
97	9	drink.	79.0	True
98	1	Let's	0.0	True
98	2	have	78.0	True
98	3	the	80.0	True
98	4	gates	78.0	True
98	5	closed	80.0	True
98	6	and	80.0	True
98	7	go	79.0	True
98	8	home	79.0	True
98	9	early.	79.0	True
99	1	Andrew	0.0	True
99	2	closed	78.0	True
99	3	the	76.0	True
99	4	office	80.0	True
99	5	door	79.0	True
99	6	on	78.0	True
99	7	the	78.0	True
99	8	way	79.0	True
99	9	out.	78.0	True
100	1	Charles	0.0	True
100	2	felt	80.0	True
100	3	sick	80.0	True
100	4	to	76.0	True
100	5	the	78.0	True
100	6	pit	80.0	True
100	7	of	78.0	True
100	8	his	80.0	True
100	9	stomach.	80.0	True
101	1	Christopher	0.0	True
101	2	groaned	80.0	True
101	3	and	79.0	True
101	4	lay	79.0	True
101	5	his	79.0	True
101	6	hands	80.0	True
101	7	across	80.0	True
101	8	his	80.0	True
101	9	stomach.	78.0	True
102	1	Dave	0.0	True
102	2	kicked	78.0	True
102	3	him	76.0	True
102	4	in	76.0	True
102	5	the	76.0	True
102	6	stomach	76.0	True
102	7	and	78.0	True
102	8	Paul	79.0	True
102	9	groaned.	78.0	True
103	1	Dexter	0.0	True
103	2	opened	76.0	True
103	3	his	80.0	True
103	4	letter	78.0	True
103	5	and	78.0	True
103	6	found	80.0	True
103	7	a	80.0	True
103	8	photograph	80.0	True
103	9	inside.	78.0	True
104	1	Duncan	0.0	True
104	2	took	79.0	True
104	3	a	79.0	True
104	4	breath	78.0	True
104	5	and	80.0	True
104	6	wanted	78.0	True
104	7	to	80.0	True
104	8	be	79.0	True
104	9	sick.	79.0	True
105	1	Edward	0.0	True
105	2	washed	80.0	True
105	3	his	80.0	True
105	4	hands	78.0	True
105	5	and	80.0	True
105	6	flicked	79.0	True
105	7	water	79.0	True
105	8	at	79.0	True
105	9	Bob.	76.0	True
106	1	She	0.0	True
106	2	turned	80.0	True
106	3	and	79.0	True
106	4	saw	79.0	True
106	5	him	79.0	True
106	6	standing	78.0	True
106	7	in	80.0	True
106	8	her	80.0	True
106	9	path.	79.0	True
107	1	They	0.0	True
107	2	turned	80.0	True
107	3	round	80.0	True
107	4	just	78.0	True
107	5	as	80.0	True
107	6	Frankie	78.0	True
107	7	walked	78.0	True
107	8	toward	79.0	True
107	9	them.	79.0	True
108	1	Underneath	0.0	True
108	2	the	76.0	True
108	3	table	78.0	True
108	4	her	76.0	True
108	5	hand	78.0	True
108	6	was	80.0	True
108	7	gripping	78.0	True
108	8	the	80.0	True
108	9	chair.	80.0	True
109	1	Whether	0.0	True
109	2	Peter	79.0	True
109	3	heard	78.0	True
109	4	him	79.0	True
109	5	or	76.0	True
109	6	not	80.0	True
109	7	Gabriel	78.0	True
109	8	didn't	79.0	True
109	9	care.	80.0	True
110	1	You	0.0	True
110	2	give	79.0	True
110	3	me	80.0	True
110	4	a	80.0	True
110	5	lead	76.0	True
110	6	and	79.0	True
110	7	I'll	79.0	True
110	8	follow	80.0	True
110	9	it.	79.0	True
111	1	All	0.0	True
111	2	the	78.0	True
111	3	bowls	76.0	True
111	4	from	76.0	True
111	5	the	79.0	True
111	6	empty	80.0	True
111	7	tables	78.0	True
111	8	are	78.0	True
111	9	cleared	80.0	True
111	10	up.	79.0	True
112	1	His	0.0	True
112	2	dark	76.0	True
112	3	hair	79.0	True
112	4	was	76.0	True
112	5	just	79.0	True
112	6	visible	80.0	True
112	7	under	80.0	True
112	8	his	79.0	True
112	9	white	80.0	True
112	10	hat.	78.0	True
113	1	His	0.0	True
113	2	men	80.0	True
113	3	will	78.0	True
113	4	not	78.0	True
113	5	follow	78.0	True
113	6	him	80.0	True
113	7	and	78.0	True
113	8	they	79.0	True
113	9	are	79.0	True
113	10	few.	80.0	True
114	1	I'll	0.0	True
114	2	break	80.0	True
114	3	your	76.0	True
114	4	neck	76.0	True
114	5	if	80.0	True
114	6	you	76.0	True
114	7	don't	79.0	True
114	8	fix	80.0	True
114	9	that	80.0	True
114	10	water.	78.0	True
115	1	Ian	0.0	True
115	2	gave	79.0	True
115	3	Geoffrey	80.0	True
115	4	a	80.0	True
115	5	hard	79.0	True
115	6	slap	79.0	True
115	7	across	79.0	True
115	8	his	80.0	True
115	9	right	78.0	True
115	10	ear.	79.0	True
116	1	Jake	0.0	True
116	2	smiled	80.0	True
116	3	again	80.0	True
116	4	at	80.0	True
116	5	his	76.0	True
116	6	baby	76.0	True
116	7	daughter,	76.0	True
116	8	she	80.0	True
116	9	was	78.0	True
116	10	perfect.	78.0	True
117	1	Jimmy	0.0	True
117	2	liked	79.0	True
117	3	the	79.0	True
117	4	fact	78.0	True
117	5	they	79.0	True
117	6	were	79.0	True
117	7	calling	80.0	True
117	8	him	78.0	True
117	9	Jim.	78.0	True
118	1	Brian	0.0	True
118	2	sniffed	80.0	True
118	3	and	76.0	True
118	4	wiped	78.0	True
118	5	his	78.0	True
118	6	grubby	76.0	True
118	7	hand	78.0	True
118	8	across	78.0	True
118	9	his	79.0	True
118	10	nose.	79.0	True
119	1	Phil	0.0	True
119	2	let	76.0	True
119	3	him	80.0	True
119	4	go	78.0	True
119	5	and	78.0	True
119	6	Charlie	80.0	True
119	7	fell	80.0	True
119	8	to	76.0	True
119	9	the	80.0	True
119	10	ground.	80.0	True
120	1	Let	0.0	True
120	2	me	76.0	True
120	3	through	79.0	True
120	4	and	79.0	True
120	5	you'll	78.0	True
120	6	hear	79.0	True
120	7	nothing	80.0	True
120	8	more	78.0	True
120	9	of	76.0	True
120	10	it.	76.0	True
121	1	Men	0.0	True
121	2	could	80.0	True
121	3	be	80.0	True
121	4	paid	78.0	True
121	5	to	80.0	True
121	6	do	79.0	True
121	7	all	76.0	True
121	8	sorts	78.0	True
121	9	of	78.0	True
121	10	things.	78.0	True
122	1	Gilbert	0.0	True
122	2	sat	80.0	True
122	3	as	79.0	True
122	4	still	79.0	True
122	5	as	78.0	True
122	6	he	80.0	True
122	7	could	80.0	True
122	8	nursing	80.0	True
122	9	his	78.0	True
122	10	lip.	76.0	True
123	1	Jacques	0.0	True
123	2	sighed	78.0	True
123	3	and	79.0	True
123	4	tried	79.0	True
123	5	to	80.0	True
123	6	move	78.0	True
123	7	out	79.0	True
123	8	of	80.0	True
123	9	the	79.0	True
123	10	way.	80.0	True
124	1	Jamie	0.0	True
124	2	took	80.0	True
124	3	a	80.0	True
124	4	cigarette	80.0	True
124	5	and	80.0	True
124	6	Andy	80.0	True
124	7	gave	79.0	True
124	8	him	76.0	True
124	9	a	80.0	True
124	10	light.	79.0	True
125	1	Joseph	0.0	True
125	2	walked	78.0	True
125	3	into	79.0	True
125	4	the	76.0	True
125	5	office	79.0	True
125	6	and	79.0	True
125	7	removed	78.0	True
125	8	his	80.0	True
125	9	flat	80.0	True
125	10	cap.	80.0	True
126	1	She	0.0	True
126	2	would	78.0	True
126	3	soon	80.0	True
126	4	be	80.0	True
126	5	found	80.0	True
126	6	if	79.0	True
126	7	she	79.0	True
126	8	tried	79.0	True
126	9	to	79.0	True
126	10	hide.	80.0	True
127	1	The	0.0	True
127	2	brothers	80.0	True
127	3	stood	78.0	True
127	4	up	80.0	True
127	5	and	78.0	True
127	6	came	78.0	True
127	7	down	80.0	True
127	8	from	78.0	True
127	9	the	79.0	True
127	10	platform.	80.0	True
128	1	Anthony	0.0	True
128	2	was	76.0	True
128	3	approached,	79.0	True
128	4	just	80.0	True
128	5	as	79.0	True
128	6	he	76.0	True
128	7	had	78.0	True
128	8	predicted,	79.0	True
128	9	in	80.0	True
128	10	the	78.0	True
128	11	park.	79.0	True
129	1	Despite	0.0	True
129	2	what	78.0	True
129	3	Frank	78.0	True
129	4	had	78.0	True
129	5	told	78.0	True
129	6	her	80.0	True
129	7	Ellen	80.0	True
129	8	thanked	76.0	True
129	9	the	78.0	True
129	10	young	78.0	True
129	11	soldier.	79.0	True
130	1	He	0.0	True
130	2	called	80.0	True
130	3	earlier	78.0	True
130	4	and	78.0	True
130	5	I	80.0	True
130	6	already	79.0	True
130	7	arranged	78.0	True
130	8	to	79.0	True
130	9	go	79.0	True
130	10	swimming	80.0	True
130	11	tomorrow.	80.0	True
131	1	He	0.0	True
131	2	drove	79.0	True
131	3	his	80.0	True
131	4	truck	76.0	True
131	5	home	76.0	True
131	6	and	78.0	True
131	7	walked	79.0	True
131	8	down	78.0	True
131	9	to	78.0	True
131	10	the	80.0	True
131	11	village.	79.0	True
132	1	He	0.0	True
132	2	held	76.0	True
132	3	his	79.0	True
132	4	mother	78.0	True
132	5	tight	80.0	True
132	6	and	80.0	True
132	7	she	78.0	True
132	8	cried	78.0	True
132	9	into	80.0	True
132	10	his	80.0	True
132	11	chest.	80.0	True
133	1	He	0.0	True
133	2	went	79.0	True
133	3	to	80.0	True
133	4	the	79.0	True
133	5	door	80.0	True
133	6	and	76.0	True
133	7	walked	78.0	True
133	8	out	80.0	True
133	9	of	80.0	True
133	10	the	78.0	True
133	11	room.	79.0	True
134	1	His	0.0	True
134	2	helmet	80.0	True
134	3	was	80.0	True
134	4	lost	79.0	True
134	5	but	80.0	True
134	6	he	79.0	True
134	7	could	79.0	True
134	8	still	80.0	True
134	9	do	80.0	True
134	10	some	80.0	True
134	11	damage.	76.0	True
135	1	Ken	0.0	True
135	2	just	80.0	True
135	3	hoped	80.0	True
135	4	he	80.0	True
135	5	wasn't	79.0	True
135	6	taking	80.0	True
135	7	his	78.0	True
135	8	temper	79.0	True
135	9	out	79.0	True
135	10	on	80.0	True
135	11	Chris.	80.0	True
136	1	Lawrence	0.0	True
136	2	rubbed	79.0	True
136	3	the	76.0	True
136	4	back	78.0	True
136	5	of	78.0	True
136	6	his	76.0	True
136	7	neck	78.0	True
136	8	and	79.0	True
136	9	hung	78.0	True
136	10	his	80.0	True
136	11	head.	79.0	True
137	1	Lewis	0.0	True
137	2	sat	78.0	True
137	3	down	78.0	True
137	4	and	79.0	True
137	5	Lucy	79.0	True
137	6	laid	78.0	True
137	7	her	80.0	True
137	8	hand	76.0	True
137	9	on	79.0	True
137	10	his	76.0	True
