sentid	sentpos	word	num_responses	responses_exist
30	8	oblong	40	True
30	9	wooden	40	True
30	10	tablets	40	True
30	11	and	40	True
30	12	other	40	True
30	13	artifacts	40	True
30	14	from	39	True
30	15	the	40	True
30	16	island's	40	True
30	17	history.	40	True
31	1	The	39	True
31	2	art	40	True
31	3	of	40	True
31	4	writing	40	True
31	5	was	40	True
31	6	not	40	True
31	7	known	40	True
31	8	in	40	True
31	9	any	40	True
31	10	nearby	40	True
31	11	islands	40	True
31	12	and	40	True
31	13	the	40	True
31	14	script's	40	True
31	15	mere	40	True
31	16	existence	40	True
31	17	is	40	True
31	18	sufficient	40	True
31	19	to	40	True
31	20	confound	40	True
31	21	anthropologists.	40	True
32	1	Some	40	True
32	2	months	41	True
32	3	later,	42	True
32	4	Michael	42	True
32	5	Larson	42	True
32	6	saw	42	True
32	7	another	42	True
32	8	opportunity	42	True
32	9	to	42	True
32	10	stack	42	True
32	11	the	42	True
32	12	odds	42	True
32	13	in	42	True
32	14	his	42	True
32	15	favor	42	True
32	16	with	41	True
32	17	a	42	True
32	18	dash	42	True
32	19	of	42	True
32	20	ingenuity.	42	True
33	1	He	41	True
33	2	walked	42	True
33	3	into	42	True
33	4	his	42	True
33	5	bank	42	True
33	6	one	42	True
33	7	day	42	True
33	8	and	41	True
33	9	asked	42	True
33	10	to	42	True
33	11	withdraw	42	True
33	12	his	42	True
33	13	entire	42	True
33	14	account	42	True
33	15	balance,	42	True
33	16	but	42	True
33	17	with	42	True
33	18	an	42	True
33	19	unusual	42	True
33	20	stipulation:	42	True
33	21	He	41	True
33	22	wanted	42	True
33	23	as	42	True
33	24	much	42	True
33	25	of	42	True
33	26	the	42	True
33	27	cash	42	True
33	28	as	42	True
33	29	possible	42	True
33	30	in	42	True
33	31	one	42	True
33	32	dollar	42	True
33	33	notes.	42	True
34	1	Bob	40	True
34	2	Murphy,	38	True
34	3	the	38	True
34	4	Senior	38	True
34	5	PGA	38	True
34	6	Tour	37	True
34	7	money	38	True
34	8	leader	38	True
34	9	with	37	True
34	10	seven	38	True
34	11	hundred	38	True
34	12	thousand,	38	True
34	13	says	38	True
34	14	heat	36	True
34	15	shouldn't	38	True
34	16	be	38	True
34	17	a	38	True
34	18	factor.	38	True
35	1	'I	40	True
35	2	don't	36	True
35	3	think	38	True
35	4	you're	38	True
35	5	going	38	True
35	6	to	38	True
35	7	have	38	True
35	8	a	38	True
35	9	heat	38	True
35	10	wave	38	True
35	11	I'm	38	True
35	12	not	38	True
35	13	going	38	True
35	14	to	38	True
35	15	be	38	True
35	16	able	38	True
35	17	to	38	True
35	18	handle,'	38	True
35	19	he	38	True
35	20	said.	38	True
36	1	'Everybody	38	True
36	2	treats	34	True
36	3	it	38	True
36	4	differently.	38	True
37	1	My	38	True
37	2	son	35	True
37	3	Ronnie,	38	True
37	4	his	38	True
37	5	caddie,	37	True
37	6	and	37	True
37	7	I	38	True
37	8	won't	38	True
37	9	be	38	True
37	10	riding	38	True
37	11	carts.	38	True
38	1	With	40	True
38	2	schools	38	True
38	3	still	39	True
38	4	closed,	39	True
38	5	cars	39	True
38	6	still	38	True
38	7	buried	39	True
38	8	and	39	True
38	9	streets	39	True
38	10	still	39	True
38	11	blocked	39	True
38	12	by	39	True
38	13	the	39	True
38	14	widespread	39	True
38	15	weekend	39	True
38	16	snowstorm,	39	True
38	17	officials	39	True
38	18	are	39	True
38	19	asking	39	True
38	20	people	39	True
38	21	to	39	True
38	22	pick	39	True
38	23	up	39	True
38	24	a	39	True
38	25	shovel	39	True
38	26	and	39	True
38	27	help	39	True
38	28	out.	39	True
39	1	In	39	True
39	2	Boston,	39	True
39	3	a	39	True
39	4	'snow	39	True
39	5	angel'	39	True
39	6	campaign	39	True
39	7	is	39	True
39	8	using	39	True
39	9	social	39	True
39	10	media	39	True
39	11	to	39	True
39	12	encourage	39	True
39	13	neighbors	39	True
39	14	and	39	True
39	15	friends	39	True
39	16	to	39	True
39	17	be	39	True
39	18	an	39	True
39	19	angel	39	True
39	20	and	39	True
39	21	help	39	True
39	22	dig	39	True
39	23	out	39	True
39	24	the	39	True
39	25	stranded.	39	True
40	1	Greg	40	True
40	2	Anderson,	37	True
40	3	considered	37	True
40	4	a	37	True
40	5	key	37	True
40	6	witness	37	True
40	7	by	37	True
40	8	the	37	True
40	9	prosecution,	37	True
40	10	vowed	37	True
40	11	he	37	True
40	12	wouldn't	37	True
40	13	testify	37	True
40	14	when	37	True
40	15	served	37	True
40	16	a	37	True
40	17	subpoena	37	True
40	18	last	35	True
40	19	week.	37	True
41	1	His	37	True
41	2	lawyers	37	True
41	3	said	37	True
41	4	he	37	True
41	5	was	37	True
41	6	prepared	37	True
41	7	for	37	True
41	8	a	37	True
41	9	third	37	True
41	10	prison	37	True
41	11	stay	37	True
41	12	to	36	True
41	13	maintain	37	True
41	14	his	37	True
41	15	silence.	37	True
42	1	Anderson	37	True
42	2	was	37	True
42	3	released	37	True
42	4	July	37	True
42	5	20	37	True
42	6	after	36	True
42	7	a	37	True
42	8	two-week	37	True
42	9	stay	37	True
42	10	for	37	True
42	11	previously	37	True
42	12	declining	37	True
42	13	to	37	True
42	14	testify	37	True
42	15	before	37	True
42	16	a	37	True
42	17	different	37	True
42	18	grand	37	True
42	19	jury.	37	True
43	1	Steam	40	True
43	2	sterilization	39	True
43	3	is	39	True
43	4	limited	39	True
43	5	in	39	True
43	6	the	39	True
43	7	types	39	True
43	8	of	39	True
43	9	medical	39	True
43	10	waste	39	True
43	11	it	39	True
43	12	can	39	True
43	13	treat,	38	True
43	14	but	39	True
43	15	is	39	True
43	16	appropriate	39	True
43	17	for	39	True
43	18	laboratory	39	True
43	19	cultures	38	True
43	20	and	37	True
43	21	substances	39	True
43	22	contaminated	39	True
43	23	with	39	True
43	24	infectious	39	True
43	25	organisms.	39	True
44	1	The	37	True
44	2	waste	39	True
44	3	is	39	True
44	4	subjected	39	True
44	5	to	39	True
44	6	steam	39	True
44	7	in	39	True
44	8	a	39	True
44	9	sealed,	39	True
44	10	pressurized	39	True
44	11	chamber.	39	True
45	1	The	38	True
45	2	liquid	39	True
45	3	that	39	True
45	4	may	39	True
45	5	form	39	True
45	6	is	39	True
45	7	drained	39	True
45	8	off	38	True
45	9	to	39	True
45	10	the	39	True
45	11	sewer	39	True
45	12	or	39	True
45	13	sent	39	True
45	14	for	39	True
45	15	processing.	39	True
46	1	Owls	40	True
46	2	are	39	True
46	3	more	41	True
46	4	flexible	41	True
46	5	than	41	True
46	6	humans	41	True
46	7	because	41	True
46	8	a	41	True
46	9	bird's	41	True
46	10	head	41	True
46	11	is	41	True
46	12	only	41	True
46	13	connected	41	True
46	14	by	41	True
46	15	one	41	True
46	16	socket	41	True
46	17	pivot.	41	True
47	1	People	39	True
47	2	have	41	True
47	3	two,	41	True
47	4	which	41	True
47	5	limits	41	True
47	6	our	41	True
47	7	ability	41	True
47	8	to	41	True
47	9	twist,	41	True
47	10	Forsman	41	True
47	11	added.	38	True
48	1	Owls	40	True
48	2	also	41	True
48	3	have	41	True
48	4	multiple	41	True
48	5	vertebrae,	41	True
48	6	the	41	True
48	7	small	40	True
48	8	bones	41	True
48	9	that	41	True
48	10	make	40	True
48	11	up	41	True
48	12	the	41	True
48	13	neck	41	True
48	14	and	41	True
48	15	spine,	41	True
48	16	helping	41	True
48	17	them	41	True
48	18	achieve	41	True
48	19	a	41	True
48	20	wide	41	True
48	21	range	41	True
48	22	of	41	True
48	23	motion.	41	True
49	1	Even	40	True
49	2	in	42	True
49	3	the	42	True
49	4	same	41	True
49	5	animal,	41	True
49	6	not	41	True
49	7	all	41	True
49	8	bites	41	True
49	9	are	40	True
49	10	the	41	True
49	11	same.	40	True
50	1	A	41	True
50	2	new	41	True
50	3	study	41	True
50	4	finds	41	True
50	5	that	41	True
50	6	because	41	True
50	7	the	41	True
50	8	force	41	True
50	9	in	40	True
50	10	a	41	True
50	11	muscle	41	True
50	12	depends	41	True
50	13	on	41	True
50	14	how	41	True
50	15	much	41	True
50	16	it	41	True
50	17	is	41	True
50	18	stretched,	41	True
50	19	an	40	True
50	20	animal's	41	True
50	21	bite	41	True
50	22	force	41	True
50	23	depends	41	True
50	24	on	41	True
50	25	the	41	True
50	26	size	41	True
50	27	of	41	True
50	28	what	41	True
50	29	it	41	True
50	30	is	41	True
50	31	biting.	40	True
51	1	The	39	True
51	2	finding	40	True
51	3	has	41	True
51	4	direct	41	True
51	5	implications	41	True
51	6	for	41	True
51	7	ecology	41	True
51	8	and	41	True
51	9	evolution.	40	True
52	1	Interestingly,	40	True
52	2	the	39	True
52	3	heaviest	38	True
52	4	isotopes	38	True
52	5	physicists	38	True
52	6	have	37	True
52	7	managed	38	True
52	8	to	38	True
52	9	synthesize	38	True
52	10	so	37	True
52	11	far	38	True
52	12	don't	38	True
52	13	behave	38	True
52	14	quite	38	True
52	15	like	38	True
52	16	science's	38	True
52	17	best	38	True
52	18	current	38	True
52	19	models	38	True
52	20	predict,	37	True
52	21	so	38	True
52	22	stable	38	True
52	23	superheavy	38	True
52	24	nuclei	38	True
52	25	are	37	True
52	26	likely	38	True
52	27	to	38	True
52	28	be	38	True
52	29	full	38	True
52	30	of	38	True
52	31	surprises.	38	True
53	1	Chemists	37	True
53	2	cannot	38	True
53	3	even	38	True
53	4	predict	38	True
53	5	with	38	True
53	6	any	38	True
53	7	certainty	38	True
53	8	whether	37	True
53	9	these	38	True
53	10	materials	38	True
53	11	will	38	True
53	12	exist	38	True
53	13	as	38	True
53	14	gases,	38	True
53	15	liquids,	38	True
53	16	or	38	True
53	17	solids	38	True
53	18	at	36	True
53	19	room	38	True
53	20	temperature.	38	True
3	1	Two	40	True
3	2	days	42	True
3	3	later,	42	True
3	4	the	42	True
3	5	British	42	True
3	6	astronomer	41	True
3	7	Richard	42	True
3	8	Carrington	41	True
3	9	was	41	True
3	10	observing	41	True
3	11	the	41	True
3	12	interesting	41	True
3	13	sunspot	41	True
3	14	group	41	True
3	15	through	41	True
3	16	his	40	True
3	17	telescope	41	True
3	18	when	39	True
3	19	he	41	True
3	20	saw	41	True
3	21	what	41	True
3	22	he	41	True
3	23	described	41	True
3	24	as	41	True
3	25	'two	41	True
3	26	patches	41	True
3	27	of	41	True
3	28	intensely	41	True
3	29	bright	41	True
3	30	and	41	True
3	31	white	41	True
3	32	light'	41	True
3	33	over	39	True
3	34	the	41	True
3	35	sunspots.	39	True
4	1	He	41	True
4	2	jotted	41	True
4	3	a	41	True
4	4	note	41	True
4	5	in	41	True
4	6	his	41	True
4	7	painstaking	41	True
4	8	record.	41	True
5	1	That	41	True
5	2	night	41	True
5	3	there	41	True
5	4	was	41	True
5	5	scarcely	41	True
5	6	a	41	True
5	7	square	41	True
5	8	inch	41	True
5	9	of	41	True
5	10	earth	39	True
5	11	that	41	True
5	12	was	40	True
5	13	not	40	True
5	14	illuminated	40	True
5	15	by	40	True
5	16	aurora.	40	True
54	1	Buck	40	True
54	2	did	40	True
54	3	not	40	True
54	4	like	40	True
54	5	it,	40	True
54	6	but	40	True
54	7	he	40	True
54	8	bore	40	True
54	9	up	39	True
54	10	well	39	True
54	11	to	40	True
54	12	the	40	True
54	13	work,	38	True
54	14	taking	37	True
54	15	pride	38	True
54	16	in	38	True
54	17	it.	38	True
55	1	It	37	True
55	2	was	38	True
55	3	a	38	True
55	4	monotonous	39	True
55	5	life,	39	True
55	6	operating	39	True
55	7	with	39	True
55	8	machine-like	39	True
55	9	regularity.	39	True
56	1	One	39	True
56	2	day	39	True
56	3	was	39	True
56	4	very	39	True
56	5	like	39	True
56	6	another.	38	True
57	1	At	38	True
57	2	a	39	True
57	3	certain	39	True
57	4	time	39	True
57	5	each	38	True
57	6	morning	38	True
57	7	the	38	True
57	8	cooks	38	True
57	9	turned	38	True
57	10	out,	38	True
57	11	fires	38	True
57	12	were	38	True
57	13	built,	38	True
57	14	and	38	True
57	15	breakfast	38	True
57	16	was	38	True
57	17	eaten.	38	True
58	1	These	40	True
58	2	days,	42	True
58	3	neuroscience	42	True
58	4	is	42	True
58	5	beginning	42	True
58	6	to	42	True
58	7	catch	42	True
58	8	up	42	True
58	9	to	42	True
58	10	musicians	42	True
58	11	who	41	True
58	12	practice	42	True
58	13	mentally.	42	True
59	1	Although	41	True
59	2	the	42	True
59	3	details	42	True
59	4	are	42	True
59	5	still	42	True
59	6	somewhat	42	True
59	7	elusive,	42	True
59	8	the	42	True
59	9	key	42	True
59	10	to	42	True
59	11	the	42	True
59	12	success	42	True
59	13	of	42	True
59	14	mental	42	True
59	15	imagery	42	True
59	16	as	42	True
59	17	a	42	True
59	18	rehearsal	42	True
59	19	technique	42	True
59	20	is	41	True
59	21	that	42	True
59	22	most	42	True
59	23	of	42	True
59	24	the	42	True
59	25	same	42	True
59	26	neurological	42	True
59	27	regions	42	True
59	28	are	42	True
59	29	invoked	41	True
59	30	by	42	True
59	31	mental	42	True
59	32	practice	42	True
59	33	as	41	True
59	34	by	42	True
59	35	real	41	True
59	36	practice.	42	True
60	1	Not	40	True
60	2	only	43	True
60	3	smoke	43	True
60	4	came	43	True
60	5	out	43	True
60	6	of	43	True
60	7	it.	43	True
61	1	There	43	True
61	2	came	43	True
61	3	also	41	True
61	4	children's	41	True
61	5	voices,	42	True
61	6	for	43	True
61	7	so	43	True
61	8	safe	43	True
61	9	did	43	True
61	10	the	43	True
61	11	boys	43	True
61	12	feel	43	True
61	13	in	43	True
61	14	their	43	True
61	15	hiding-place	43	True
61	16	that	41	True
61	17	they	43	True
61	18	were	43	True
61	19	gaily	43	True
61	20	chattering.	43	True
62	1	The	43	True
62	2	pirates	43	True
62	3	listened	43	True
62	4	grimly,	43	True
62	5	and	43	True
62	6	then	43	True
62	7	replaced	42	True
62	8	the	42	True
62	9	mushroom.	40	True
63	1	They	41	True
63	2	looked	41	True
63	3	around	40	True
63	4	them	40	True
63	5	and	40	True
63	6	noted	40	True
63	7	the	40	True
63	8	holes	40	True
63	9	in	39	True
63	10	the	39	True
63	11	seven	39	True
63	12	trees.	38	True
64	1	When	40	True
64	2	a	43	True
64	3	nucleus	43	True
64	4	has	43	True
64	5	all	43	True
64	6	of	43	True
64	7	its	43	True
64	8	proton	43	True
64	9	shells	43	True
64	10	or	43	True
64	11	neutron	43	True
64	12	shells	43	True
64	13	loaded	43	True
64	14	to	43	True
64	15	full	43	True
64	16	capacity,	43	True
64	17	the	43	True
64	18	layers	43	True
64	19	can	43	True
64	20	align	43	True
64	21	so	43	True
64	22	well	43	True
64	23	that	43	True
64	24	each	43	True
64	25	shell	43	True
64	26	can	43	True
64	27	spoon	43	True
64	28	intimately	41	True
64	29	with	43	True
64	30	its	43	True
64	31	attractive	43	True
64	32	neighbors,	42	True
64	33	forming	42	True
64	34	a	42	True
64	35	more	42	True
64	36	compact	42	True
64	37	sphere	42	True
64	38	that	41	True
64	39	fits	42	True
64	40	well	42	True
64	41	within	42	True
64	42	the	42	True
64	43	strong	42	True
64	44	nuclear	42	True
64	45	force's	42	True
64	46	area	42	True
64	47	of	42	True
64	48	influence.	42	True
65	1	Hybrid	40	True
65	2	vehicles	41	True
65	3	have	41	True
65	4	a	41	True
65	5	halo	41	True
65	6	that	41	True
65	7	makes	41	True
65	8	owners	41	True
65	9	feel	41	True
65	10	righteous	41	True
65	11	and	41	True
65	12	their	41	True
65	13	neighbors	40	True
65	14	feel	41	True
65	15	guilty	41	True
65	16	for	40	True
65	17	not	41	True
65	18	doing	41	True
65	19	as	41	True
65	20	much	41	True
65	21	to	41	True
65	22	save	41	True
65	23	the	41	True
65	24	planet.	41	True
66	1	They	39	True
66	2	also	41	True
66	3	cost	40	True
66	4	more	40	True
66	5	and	40	True
66	6	a	40	True
66	7	new	40	True
66	8	report	40	True
66	9	from	40	True
66	10	the	40	True
66	11	very	40	True
66	12	green	40	True
66	13	Union	40	True
66	14	of	39	True
66	15	Concerned	39	True
66	16	Scientists	39	True
66	17	says	39	True
66	18	buyers	39	True
66	19	aren't	39	True
66	20	always	39	True
66	21	getting	39	True
66	22	their	39	True
66	23	money's	39	True
66	24	worth.	39	True
67	1	The	40	True
67	2	girl's	38	True
67	3	feet	38	True
67	4	were	38	True
67	5	then	38	True
67	6	re-wrapped	38	True
67	7	even	38	True
67	8	tighter	38	True
67	9	than	38	True
67	10	before,	38	True
67	11	causing	38	True
67	12	her	38	True
67	13	footprint	38	True
67	14	to	38	True
67	15	shrink	38	True
67	16	further	38	True
67	17	as	38	True
67	18	the	38	True
67	19	bones	38	True
67	20	slowly	38	True
67	21	fused	38	True
67	22	into	37	True
67	23	their	37	True
67	24	new	37	True
67	25	configuration.	37	True
68	1	Occasionally	36	True
68	2	girls'	37	True
68	3	feet	37	True
68	4	would	37	True
68	5	fester,	37	True
68	6	and	36	True
68	7	blood	37	True
68	8	poisoning	37	True
68	9	from	37	True
68	10	gangrene	37	True
68	11	could	37	True
68	12	be	37	True
68	13	a	37	True
68	14	cause	37	True
68	15	for	37	True
68	16	concern,	37	True
68	17	but	37	True
68	18	an	37	True
68	19	estimated	37	True
68	20	90%	37	True
68	21	survived	37	True
68	22	the	37	True
68	23	process.	37	True
69	1	An	40	True
69	2	early	41	True
69	3	task	41	True
69	4	will	41	True
69	5	be	39	True
69	6	to	40	True
69	7	make	41	True
69	8	sure	41	True
69	9	the	41	True
69	10	newfound	41	True
69	11	microbes	41	True
69	12	were	41	True
69	13	not	41	True
69	14	introduced	41	True
69	15	while	41	True
69	16	drilling	41	True
69	17	through	41	True
69	18	the	40	True
69	19	ice	41	True
69	20	into	41	True
69	21	the	41	True
69	22	lake,	41	True
69	23	which	41	True
69	24	involved	41	True
69	25	a	41	True
69	26	hot-water	40	True
69	27	drilling	41	True
69	28	technique	41	True
69	29	designed	41	True
69	30	to	41	True
69	31	greatly	41	True
69	32	reduce	41	True
69	33	or	41	True
69	34	eliminate	41	True
69	35	any	41	True
69	36	contamination	41	True
69	37	that	40	True
69	38	might	41	True
69	39	come	41	True
69	40	from	41	True
69	41	other	41	True
69	42	kerosene-based	41	True
69	43	drilling	41	True
69	44	technology,	41	True
69	45	Christner	41	True
69	46	said.	41	True
70	1	Very	40	True
70	2	similar,	39	True
70	3	but	37	True
70	4	even	39	True
70	5	more	39	True
70	6	striking,	39	True
70	7	is	39	True
70	8	the	39	True
70	9	evidence	39	True
70	10	from	39	True
70	11	athletic	39	True
70	12	training.	39	True
71	1	As	38	True
71	2	with	39	True
71	3	rehearsing	39	True
71	4	a	38	True
71	5	piece	39	True
71	6	on	39	True
71	7	the	38	True
71	8	piano,	39	True
71	9	practicing	39	True
71	10	a	37	True
71	11	complex	38	True
71	12	physical	38	True
71	13	task	38	True
71	14	in	38	True
71	15	the	38	True
71	16	mind	38	True
71	17	alone	38	True
71	18	is	38	True
71	19	nearly	38	True
71	20	as	38	True
71	21	effective	38	True
71	22	a	38	True
71	23	learning	37	True
71	24	strategy	38	True
71	25	as	37	True
71	26	actually	37	True
71	27	physically	37	True
71	28	doing	38	True
71	29	it.	38	True
72	1	But	35	True
72	2	it	37	True
72	3	doesn't	38	True
72	4	stop	37	True
72	5	there.	38	True
73	1	A	40	True
73	2	bill	39	True
73	3	was	39	True
73	4	drafted	40	True
73	5	and	40	True
73	6	introduced	39	True
73	7	into	39	True
73	8	Parliament	39	True
73	9	several	39	True
73	10	times	39	True
73	11	but	39	True
73	12	met	38	True
73	13	with	34	True
73	14	great	38	True
73	15	opposition,	38	True
73	16	mostly	38	True
73	17	from	38	True
73	18	farmers.	38	True
74	1	Eventually,	37	True
74	2	in	38	True
74	3	1925,	38	True
74	4	it	38	True
74	5	was	38	True
74	6	decided	39	True
74	7	that	38	True
74	8	summer	38	True
74	9	time	38	True
74	10	should	38	True
74	11	begin	38	True
74	12	on	39	True
74	13	the	38	True
74	14	day	38	True
74	15	following	38	True
74	16	the	38	True
74	17	third	38	True
74	18	Saturday	38	True
74	19	in	38	True
74	20	April	38	True
74	21	and	35	True
74	22	close	39	True
74	23	after	38	True
74	24	the	37	True
74	25	first	38	True
74	26	Saturday	38	True
74	27	in	38	True
74	28	October.	38	True
75	1	When	40	True
75	2	early	40	True
75	3	Europeans	40	True
75	4	discovered	40	True
75	5	Easter	40	True
75	6	Island,	40	True
75	7	its	40	True
75	8	somewhat	40	True
75	9	isolated	40	True
75	10	ecosystem	40	True
75	11	was	40	True
75	12	suffering	40	True
75	13	from	40	True
75	14	the	40	True
75	15	effects	40	True
75	16	of	40	True
75	17	limited	40	True
75	18	natural	40	True
75	19	resources,	40	True
75	20	deforestation,	40	True
75	21	and	40	True
75	22	overpopulation.	40	True
76	1	Over	39	True
76	2	the	39	True
76	3	following	39	True
76	4	years	39	True
76	5	the	39	True
76	6	island's	39	True
76	7	population	39	True
76	8	of	39	True
76	9	four	39	True
76	10	thousand	39	True
76	11	or	39	True
76	12	so	39	True
76	13	was	39	True
76	14	slowly	39	True
76	15	eroded	39	True
76	16	by	39	True
76	17	Western	39	True
76	18	disease	39	True
76	19	and	39	True
76	20	deportation	39	True
76	21	by	39	True
76	22	slave	37	True
76	23	traders.	38	True
6	1	I	40	True
6	2	agree	42	True
6	3	that	42	True
6	4	California's	42	True
6	5	'three	42	True
6	6	strikes	42	True
6	7	and	42	True
6	8	you're	41	True
6	9	out'	42	True
6	10	law	42	True
6	11	will	42	True
6	12	be	42	True
6	13	a	42	True
6	14	financial	42	True
6	15	disaster	42	True
6	16	for	42	True
6	17	taxpayers	42	True
6	18	who	42	True
6	19	care	42	True
6	20	about	42	True
6	21	education	42	True
6	22	and	42	True
6	23	other	42	True
6	24	vital	42	True
6	25	services.	42	True
7	1	But	42	True
7	2	it's	42	True
7	3	far	42	True
7	4	from	42	True
7	5	clear	42	True
7	6	that	42	True
7	7	the	42	True
7	8	law	42	True
7	9	can	42	True
7	10	even	42	True
7	11	be	42	True
7	12	credited	42	True
7	13	with	42	True
7	14	a	42	True
7	15	reduction	42	True
7	16	in	42	True
7	17	crime	42	True
7	18	in	42	True
7	19	California.	42	True
8	1	While	40	True
8	2	it's	41	True
8	3	true	42	True
8	4	that	42	True
8	5	crime	42	True
8	6	declined	42	True
8	7	in	42	True
8	8	California	42	True
8	9	last	42	True
8	10	year,	41	True
8	11	crime	42	True
8	12	also	42	True
8	13	dropped	42	True
8	14	nationwide.	42	True
77	1	Binge	40	True
77	2	drinking	40	True
77	3	may	40	True
77	4	not	40	True
77	5	necessarily	40	True
77	6	kill	40	True
77	7	or	40	True
77	8	even	40	True
77	9	damage	40	True
77	10	brain	40	True
77	11	cells,	40	True
77	12	as	40	True
77	13	commonly	40	True
77	14	thought,	40	True
77	15	a	40	True
77	16	new	40	True
77	17	animal	40	True
77	18	study	40	True
77	19	suggests.	39	True
78	1	But	40	True
78	2	it	40	True
78	3	can	40	True
78	4	block	40	True
78	5	key	40	True
78	6	receptors	40	True
78	7	in	40	True
78	8	the	40	True
78	9	brain	39	True
78	10	and	40	True
78	11	trigger	39	True
78	12	production	40	True
78	13	of	40	True
78	14	a	39	True
78	15	steroid	40	True
78	16	that	40	True
78	17	interferes	40	True
78	18	with	40	True
78	19	brain	40	True
78	20	functions	39	True
78	21	critical	38	True
78	22	to	40	True
78	23	learning	40	True
78	24	and	39	True
78	25	memory.	40	True
79	1	When	40	True
79	2	preparing	40	True
79	3	to	40	True
79	4	check	40	True
79	5	out	40	True
79	6	of	40	True
79	7	their	40	True
79	8	hotel	40	True
79	9	room,	40	True
79	10	some	40	True
79	11	frequent	40	True
79	12	travelers	40	True
79	13	pile	40	True
79	14	up	40	True
79	15	their	40	True
79	16	used	40	True
79	17	bath	40	True
79	18	towels	40	True
79	19	on	40	True
79	20	the	40	True
79	21	bathroom	40	True
79	22	floor,	40	True
79	23	which	40	True
79	24	would	40	True
79	25	make	40	True
79	26	them	40	True
79	27	easy	40	True
79	28	for	40	True
79	29	housekeepers	40	True
79	30	to	40	True
79	31	spot.	40	True
80	1	Other	39	True
80	2	travelers	40	True
80	3	neatly	40	True
80	4	fold	40	True
80	5	them,	40	True
80	6	or	40	True
80	7	hang	40	True
80	8	them	40	True
80	9	from	40	True
80	10	the	40	True
80	11	shower	40	True
80	12	curtain	39	True
80	13	pole.	40	True
81	1	In	40	True
81	2	no	41	True
81	3	celestial	41	True
81	4	hurry,	40	True
81	5	Neptune	40	True
81	6	has	40	True
81	7	just	40	True
81	8	completed	40	True
81	9	its	40	True
81	10	first	40	True
81	11	orbit	40	True
81	12	around	40	True
81	13	the	40	True
81	14	sun	40	True
81	15	since	40	True
81	16	being	40	True
81	17	discovered	40	True
81	18	165	40	True
81	19	years	40	True
81	20	ago	40	True
81	21	by	39	True
81	22	Earthlings.	40	True
82	1	As	40	True
82	2	Space.com	40	True
82	3	notes,	40	True
82	4	the	39	True
82	5	big	40	True
82	6	blue-green	40	True
82	7	gas	40	True
82	8	bag	40	True
