sentid	sentpos	word	num_responses	responses_exist
13	13	unimpressive.	90	False
14	1	She	90	False
14	2	decided	90	False
14	3	not	90	False
14	4	to	90	False
14	5	apply	90	False
14	6	because	90	False
14	7	the	90	False
14	8	college	90	False
14	9	was	90	False
14	10	too	90	False
14	11	small	90	True
14	12	and	90	False
14	13	unimpressive.	90	False
15	1	Melissa	90	False
15	2	was	90	False
15	3	crying,	90	False
15	4	and	90	False
15	5	we	90	False
15	6	saw	90	False
15	7	tears	90	False
15	8	in	90	False
15	9	her	90	False
15	10	eyes	90	True
15	11	which	90	False
15	12	were	90	False
15	13	bright	90	False
15	14	blue.	90	False
16	1	During	90	False
16	2	the	90	False
16	3	checkup,	90	False
16	4	the	90	False
16	5	doctor	90	False
16	6	looked	90	False
16	7	carefully	90	False
16	8	into	90	False
16	9	her	90	False
16	10	eyes	90	True
16	11	which	90	False
16	12	were	90	False
16	13	bright	90	False
16	14	blue.	90	False
17	1	Her	90	False
17	2	new	90	False
17	3	wallpaper	90	False
17	4	was	90	False
17	5	the	90	False
17	6	same	90	False
17	7	color	90	False
17	8	as	90	False
17	9	her	90	False
17	10	eyes	90	True
17	11	which	90	False
17	12	were	90	False
17	13	bright	90	False
17	14	blue.	90	False
18	1	Laurence	90	False
18	2	got	90	False
18	3	some	90	False
18	4	yeast	90	False
18	5	to	90	False
18	6	bake	90	False
18	7	his	90	False
18	8	own	90	False
18	9	bread	90	True
18	10	from	90	False
18	11	scratch.	90	False
19	1	Laurence	90	False
19	2	needed	90	False
19	3	some	90	False
19	4	advice	90	False
19	5	before	90	False
19	6	baking	90	False
19	7	his	90	False
19	8	own	90	False
19	9	bread	90	True
19	10	from	90	False
19	11	scratch.	90	False
20	1	Laurence	90	False
20	2	woke	90	False
20	3	up	90	False
20	4	early	90	False
20	5	to	90	False
20	6	make	90	False
20	7	his	90	False
20	8	own	90	False
20	9	bread	90	True
20	10	from	90	False
20	11	scratch.	90	False
21	1	I	90	False
21	2	had	90	False
21	3	to	90	False
21	4	go	90	False
21	5	inside	90	False
21	6	because	90	False
21	7	the	90	False
21	8	jackhammer	90	False
21	9	was	90	False
21	10	very	90	False
21	11	loud	90	True
21	12	and	90	False
21	13	annoying.	90	False
22	1	The	90	False
22	2	kid	90	False
22	3	who	90	False
22	4	was	90	False
22	5	playing	90	False
22	6	on	90	False
22	7	the	90	False
22	8	playground	90	False
22	9	was	90	False
22	10	very	90	False
22	11	loud	90	True
22	12	and	90	False
22	13	annoying.	90	False
23	1	She	90	False
23	2	saw	90	False
23	3	her	90	False
23	4	coworker	90	False
23	5	at	90	False
23	6	the	90	False
23	7	bar,	90	False
23	8	who	90	False
23	9	was	90	False
23	10	very	90	False
23	11	loud	90	True
23	12	and	90	False
23	13	annoying.	90	False
24	1	She	90	False
24	2	brought	90	False
24	3	an	90	False
24	4	umbrella	90	False
24	5	to	90	False
24	6	protect	90	False
24	7	her	90	False
24	8	from	90	False
24	9	the	90	False
24	10	rain	90	True
24	11	and	90	False
24	12	sleet.	90	False
25	1	She	90	False
25	2	brought	90	False
25	3	a	90	False
25	4	jacket	90	False
25	5	to	90	False
25	6	protect	90	False
25	7	her	90	False
25	8	from	90	False
25	9	the	90	False
25	10	rain	90	True
25	11	and	90	False
25	12	sleet.	90	False
26	1	She	90	False
26	2	arrived	90	False
26	3	late	90	False
26	4	because	90	False
26	5	she	90	False
26	6	got	90	False
26	7	stuck	90	False
26	8	in	90	False
26	9	the	90	False
26	10	rain	90	True
26	11	and	90	False
26	12	sleet.	90	False
27	1	The	90	False
27	2	disease	90	False
27	3	is	90	False
27	4	fatal	90	False
27	5	as	90	False
27	6	there	90	False
27	7	is	90	False
27	8	no	90	False
27	9	known	90	False
27	10	cure	90	True
27	11	for	90	False
27	12	it.	90	False
28	1	This	90	False
28	2	danger	90	False
28	3	is	90	False
28	4	real	90	False
28	5	and	90	False
28	6	there	90	False
28	7	is	90	False
28	8	no	90	False
28	9	known	90	False
28	10	cure	90	True
28	11	for	90	False
28	12	it.	90	False
29	1	We	90	False
29	2	heard	90	False
29	3	that	90	False
29	4	the	90	False
29	5	remote	90	False
29	6	island	90	False
29	7	has	90	False
29	8	no	90	False
29	9	known	90	False
29	10	cure	90	True
29	11	for	90	False
29	12	it.	90	False
30	1	The	90	False
30	2	parents	90	False
30	3	of	90	False
30	4	the	90	False
30	5	awarded	90	False
30	6	athlete	90	False
30	7	felt	90	False
30	8	very	90	False
30	9	proud	90	True
30	10	of	90	False
30	11	his	90	False
30	12	hard	90	False
30	13	work.	90	False
31	1	The	90	False
31	2	owner	90	False
31	3	of	90	False
31	4	the	90	False
31	5	Italian	90	False
31	6	restaurant	90	False
31	7	felt	90	False
31	8	very	90	False
31	9	proud	90	True
31	10	of	90	False
31	11	his	90	False
31	12	hard	90	False
31	13	work.	90	False
32	1	After	90	False
32	2	his	90	False
32	3	final	90	False
32	4	chemo	90	False
32	5	treatment,	90	False
32	6	he	90	False
32	7	felt	90	False
32	8	very	90	False
32	9	proud	90	True
32	10	of	90	False
32	11	his	90	False
32	12	hard	90	False
32	13	work.	90	False
33	1	Instead	90	False
33	2	of	90	False
33	3	the	90	False
33	4	accelerator,	90	False
33	5	Maria	90	False
33	6	stepped	90	False
33	7	on	90	False
33	8	the	90	False
33	9	brake	90	True
33	10	all	90	False
33	11	of	90	False
33	12	a	90	False
33	13	sudden.	90	False
34	1	My	90	False
34	2	passengers	90	False
34	3	jumped	90	False
34	4	when	90	False
34	5	I	90	False
34	6	stepped	90	False
34	7	on	90	False
34	8	the	90	False
34	9	brake	90	True
34	10	all	90	False
34	11	of	90	False
34	12	a	90	False
34	13	sudden.	90	False
35	1	We	90	False
35	2	were	90	False
35	3	surprised	90	False
35	4	when	90	False
35	5	Maria	90	False
35	6	stepped	90	False
35	7	on	90	False
35	8	the	90	False
35	9	brake	90	True
35	10	all	90	False
35	11	of	90	False
35	12	a	90	False
35	13	sudden.	90	False
36	1	The	90	False
36	2	politician	90	False
36	3	stood	90	False
36	4	at	90	False
36	5	the	90	False
36	6	podium	90	False
36	7	and	90	False
36	8	gave	90	False
36	9	a	90	False
36	10	long	90	False
36	11	speech	90	True
36	12	about	90	False
36	13	slavery.	90	False
37	1	Hamilton	90	False
37	2	didn't	90	False
37	3	have	90	False
37	4	the	90	False
37	5	patience	90	False
37	6	to	90	False
37	7	sit	90	False
37	8	through	90	False
37	9	the	90	False
37	10	long	90	False
37	11	speech	90	True
37	12	about	90	False
37	13	slavery.	90	False
38	1	Hamilton	90	False
38	2	and	90	False
38	3	his	90	False
38	4	coworkers	90	False
38	5	were	90	False
38	6	chatting	90	False
38	7	together	90	False
38	8	after	90	False
38	9	the	90	False
38	10	long	90	False
38	11	speech	90	True
38	12	about	90	False
38	13	slavery.	90	False
39	1	The	90	False
39	2	passwords	90	False
39	3	were	90	False
39	4	stolen	90	False
39	5	by	90	False
39	6	a	90	False
39	7	brilliant	90	False
39	8	hacker	90	True
39	9	living	90	False
39	10	in	90	False
39	11	San	90	False
39	12	Bernardino.	90	False
40	1	The	90	False
40	2	security	90	False
40	3	experts	90	False
40	4	were	90	False
40	5	arresting	90	False
40	6	a	90	False
40	7	brilliant	90	False
40	8	hacker	90	True
40	9	living	90	False
40	10	in	90	False
40	11	San	90	False
40	12	Bernardino.	90	False
41	1	The	90	False
41	2	software	90	False
41	3	was	90	False
41	4	designed	90	False
41	5	by	90	False
41	6	a	90	False
41	7	brilliant	90	False
41	8	hacker	90	True
41	9	living	90	False
41	10	in	90	False
41	11	San	90	False
41	12	Bernardino.	90	False
42	1	There's	90	False
42	2	no	90	False
42	3	need	90	False
42	4	to	90	False
42	5	lie,	90	False
42	6	you	90	False
42	7	can	90	False
42	8	tell	90	False
42	9	me	90	False
42	10	the	90	False
42	11	truth	90	True
42	12	about	90	False
42	13	Sarah.	90	False
43	1	My	90	False
43	2	friend	90	False
43	3	at	90	False
43	4	the	90	False
43	5	office	90	False
43	6	refused	90	False
43	7	to	90	False
43	8	tell	90	False
43	9	me	90	False
43	10	the	90	False
43	11	truth	90	True
43	12	about	90	False
43	13	Sarah.	90	False
44	1	The	90	False
44	2	police	90	False
44	3	officer	90	False
44	4	was	90	False
44	5	unsure	90	False
44	6	if	90	False
44	7	he	90	False
44	8	could	90	False
44	9	find	90	False
44	10	the	90	False
44	11	truth	90	True
44	12	about	90	False
44	13	Sarah.	90	False
45	1	The	90	False
45	2	birthday	90	False
45	3	boy	90	False
45	4	didn't	90	False
45	5	want	90	False
45	6	frosting	90	False
45	7	on	90	False
45	8	his	90	False
45	9	slice	90	False
45	10	of	90	False
45	11	cake	90	True
45	12	after	90	False
45	13	all.	90	False
46	1	The	90	False
46	2	hungry	90	False
46	3	student	90	False
46	4	decided	90	False
46	5	to	90	False
46	6	buy	90	False
46	7	a	90	False
46	8	small	90	False
46	9	piece	90	False
46	10	of	90	False
46	11	cake	90	True
46	12	after	90	False
46	13	all.	90	False
47	1	My	90	False
47	2	wife	90	False
47	3	said	90	False
47	4	that	90	False
47	5	she	90	False
47	6	didn't	90	False
47	7	like	90	False
47	8	that	90	False
47	9	kind	90	False
47	10	of	90	False
47	11	cake	90	True
47	12	after	90	False
47	13	all.	90	False
48	1	He	90	False
48	2	didn't	90	False
48	3	eat	90	False
48	4	breakfast,	90	False
48	5	and	90	False
48	6	he	90	False
48	7	forgot	90	False
48	8	to	90	False
48	9	pack	90	False
48	10	his	90	False
48	11	lunch	90	True
48	12	and	90	False
48	13	his	90	False
48	14	thermos.	90	False
49	1	For	90	False
49	2	the	90	False
49	3	student's	90	False
49	4	daytrip,	90	False
49	5	he	90	False
49	6	had	90	False
49	7	forgotten	90	False
49	8	to	90	False
49	9	bring	90	False
49	10	his	90	False
49	11	lunch	90	True
49	12	and	90	False
49	13	his	90	False
49	14	thermos.	90	False
50	1	He	90	False
50	2	was	90	False
50	3	late	90	False
50	4	because	90	False
50	5	he	90	False
50	6	had	90	False
50	7	to	90	False
50	8	pick	90	False
50	9	up	90	False
50	10	his	90	False
50	11	lunch	90	True
50	12	and	90	False
50	13	his	90	False
50	14	thermos.	90	False
51	1	Ben	90	False
51	2	was	90	False
51	3	great	90	False
51	4	at	90	False
51	5	remembering	90	False
51	6	numbers	90	False
51	7	because	90	False
51	8	he	90	False
51	9	had	90	False
51	10	a	90	False
51	11	good	90	False
51	12	memory	90	True
51	13	since	90	False
51	14	childhood.	90	False
52	1	Ben	90	False
52	2	always	90	False
52	3	did	90	False
52	4	well	90	False
52	5	in	90	False
52	6	Biology	90	False
52	7	because	90	False
52	8	he	90	False
52	9	had	90	False
52	10	a	90	False
52	11	good	90	False
52	12	memory	90	True
52	13	since	90	False
52	14	childhood.	90	False
53	1	Ben	90	False
53	2	was	90	False
53	3	always	90	False
53	4	an	90	False
53	5	excellent	90	False
53	6	employee	90	False
53	7	because	90	False
53	8	he	90	False
53	9	had	90	False
53	10	a	90	False
53	11	good	90	False
53	12	memory	90	True
53	13	since	90	False
53	14	childhood.	90	False
54	1	In	90	False
54	2	the	90	False
54	3	story,	90	False
54	4	the	90	False
54	5	wolf	90	False
54	6	chased	90	False
54	7	the	90	False
54	8	three	90	False
54	9	little	90	False
54	10	pigs	90	True
54	11	behind	90	False
54	12	the	90	False
54	13	house.	90	False
55	1	The	90	False
55	2	farmer	90	False
55	3	was	90	False
55	4	raising	90	False
55	5	cows	90	False
55	6	and	90	False
55	7	lots	90	False
55	8	of	90	False
55	9	little	90	False
55	10	pigs	90	True
55	11	behind	90	False
55	12	the	90	False
55	13	house.	90	False
56	1	Bill	90	False
56	2	checked	90	False
56	3	outside,	90	False
56	4	but	90	False
56	5	he	90	False
56	6	didn't	90	False
56	7	see	90	False
56	8	the	90	False
56	9	little	90	False
56	10	pigs	90	True
56	11	behind	90	False
56	12	the	90	False
56	13	house.	90	False
57	1	The	90	False
57	2	lumberjack	90	False
57	3	chopped	90	False
57	4	down	90	False
57	5	the	90	False
57	6	tree	90	False
57	7	with	90	False
57	8	his	90	False
57	9	axe	90	True
57	10	that	90	False
57	11	looked	90	False
57	12	intimidating.	90	False
58	1	The	90	False
58	2	man	90	False
58	3	walked	90	False
58	4	into	90	False
58	5	the	90	False
58	6	forest	90	False
58	7	carrying	90	False
58	8	his	90	False
58	9	axe	90	True
58	10	that	90	False
58	11	looked	90	False
58	12	intimidating.	90	False
59	1	My	90	False
59	2	father	90	False
59	3	scared	90	False
59	4	away	90	False
59	5	the	90	False
59	6	burglars	90	False
59	7	with	90	False
59	8	his	90	False
59	9	axe	90	True
59	10	that	90	False
59	11	looked	90	False
59	12	intimidating.	90	False
60	1	In	90	False
60	2	a	90	False
60	3	few	90	False
60	4	weeks,	90	False
60	5	the	90	False
60	6	butterfly	90	False
60	7	will	90	False
60	8	emerge	90	False
60	9	from	90	False
60	10	the	90	False
60	11	cocoon	90	True
60	12	made	90	False
60	13	of	90	False
60	14	silk.	90	False
61	1	The	90	False
61	2	caterpillar	90	False
61	3	was	90	False
61	4	trying	90	False
61	5	its	90	False
61	6	best	90	False
61	7	to	90	False
61	8	escape	90	False
61	9	from	90	False
61	10	the	90	False
61	11	cocoon	90	True
61	12	made	90	False
61	13	of	90	False
61	14	silk.	90	False
62	1	The	90	False
62	2	biologist	90	False
62	3	used	90	False
62	4	the	90	False
62	5	microscope	90	False
62	6	to	90	False
62	7	see	90	False
62	8	inside	90	False
62	9	of	90	False
62	10	the	90	False
62	11	cocoon	90	True
62	12	made	90	False
62	13	of	90	False
62	14	silk.	90	False
63	1	On	90	False
63	2	the	90	False
63	3	plane,	90	False
63	4	Timmy	90	False
63	5	went	90	False
63	6	up	90	False
63	7	to	90	False
63	8	the	90	False
63	9	cockpit	90	False
63	10	to	90	False
63	11	meet	90	False
63	12	the	90	False
63	13	pilot	90	True
63	14	and	90	False
63	15	copilot.	90	False
64	1	When	90	False
64	2	they	90	False
64	3	arrived	90	False
64	4	at	90	False
64	5	their	90	False
64	6	destination,	90	False
64	7	the	90	False
64	8	passengers	90	False
64	9	got	90	False
64	10	to	90	False
64	11	meet	90	False
64	12	the	90	False
64	13	pilot	90	True
64	14	and	90	False
64	15	copilot.	90	False
65	1	When	90	False
65	2	we	90	False
65	3	were	90	False
65	4	told	90	False
65	5	we	90	False
65	6	had	90	False
65	7	to	90	False
65	8	evacuate,	90	False
65	9	we	90	False
65	10	listened	90	False
65	11	to	90	False
65	12	the	90	False
65	13	pilot	90	True
65	14	and	90	False
65	15	copilot.	90	False
66	1	The	90	False
66	2	hot	90	False
66	3	pan	90	False
66	4	was	90	False
66	5	bubbling	90	False
66	6	on	90	False
66	7	the	90	False
66	8	stove	90	True
66	9	in	90	False
66	10	the	90	False
66	11	kitchen.	90	False
67	1	The	90	False
67	2	children	90	False
67	3	weren't	90	False
67	4	supposed	90	False
67	5	to	90	False
67	6	touch	90	False
67	7	the	90	False
67	8	stove	90	True
67	9	in	90	False
67	10	the	90	False
67	11	kitchen.	90	False
68	1	Jan	90	False
68	2	wasn't	90	False
68	3	able	90	False
68	4	to	90	False
68	5	turn	90	False
68	6	on	90	False
68	7	the	90	False
68	8	stove	90	True
68	9	in	90	False
68	10	the	90	False
68	11	kitchen.	90	False
69	1	He	90	False
69	2	bought	90	False
69	3	the	90	False
69	4	lettuce	90	False
69	5	and	90	False
69	6	croutons	90	False
69	7	to	90	False
69	8	make	90	False
69	9	a	90	False
69	10	salad	90	True
69	11	for	90	False
69	12	everyone.	90	False
70	1	For	90	False
70	2	her	90	False
70	3	lunch	90	False
70	4	tomorrow,	90	False
70	5	she	90	False
70	6	decided	90	False
70	7	to	90	False
70	8	make	90	False
70	9	a	90	False
70	10	salad	90	True
70	11	for	90	False
70	12	everyone.	90	False
71	1	On	90	False
71	2	the	90	False
71	3	last	90	False
71	4	day,	90	False
71	5	he	90	False
71	6	decided	90	False
71	7	to	90	False
71	8	make	90	False
71	9	a	90	False
71	10	salad	90	True
71	11	for	90	False
71	12	everyone.	90	False
72	1	I	90	False
72	2	smoothed	90	False
72	3	out	90	False
72	4	the	90	False
72	5	wrinkled	90	False
72	6	pants	90	False
72	7	with	90	False
72	8	the	90	False
72	9	new	90	False
72	10	iron	90	True
72	11	in	90	False
72	12	the	90	False
72	13	bedroom.	90	False
73	1	I	90	False
73	2	accidentally	90	False
73	3	burned	90	False
73	4	my	90	False
73	5	hand	90	False
73	6	while	90	False
73	7	using	90	False
73	8	the	90	False
73	9	new	90	False
73	10	iron	90	True
73	11	in	90	False
73	12	the	90	False
73	13	bedroom.	90	False
74	1	I	90	False
74	2	saw	90	False
74	3	some	90	False
74	4	steam	90	False
74	5	coming	90	False
74	6	out	90	False
74	7	of	90	False
74	8	the	90	False
74	9	new	90	False
74	10	iron	90	True
74	11	in	90	False
74	12	the	90	False
74	13	bedroom.	90	False
75	1	At	90	False
75	2	Costco,	90	False
75	3	the	90	False
75	4	toddler	90	False
75	5	wanted	90	False
75	6	to	90	False
75	7	push	90	False
75	8	the	90	False
75	9	cart	90	True
75	10	near	90	False
75	11	the	90	False
75	12	tall	90	False
75	13	shelves.	90	False
76	1	The	90	False
76	2	grocery	90	False
76	3	store	90	False
76	4	employee	90	False
76	5	had	90	False
76	6	to	90	False
76	7	retrieve	90	False
76	8	the	90	False
76	9	cart	90	True
76	10	near	90	False
76	11	the	90	False
76	12	tall	90	False
76	13	shelves.	90	False
77	1	At	90	False
77	2	work,	90	False
77	3	the	90	False
77	4	assistant	90	False
77	5	needed	90	False
77	6	to	90	False
77	7	find	90	False
77	8	the	90	False
77	9	cart	90	True
77	10	near	90	False
77	11	the	90	False
77	12	tall	90	False
77	13	shelves.	90	False
78	1	On	90	False
78	2	the	90	False
78	3	mashed	90	False
78	4	potatoes	90	False
78	5	she	90	False
78	6	poured	90	False
78	7	a	90	False
78	8	delicious	90	False
78	9	gravy	90	True
78	10	that	90	False
78	11	tastes	90	False
78	12	great.	90	False
79	1	She	90	False
79	2	thickened	90	False
79	3	the	90	False
79	4	stock	90	False
79	5	to	90	False
79	6	make	90	False
79	7	a	90	False
79	8	delicious	90	False
79	9	gravy	90	True
79	10	that	90	False
79	11	tastes	90	False
79	12	great.	90	False
80	1	The	90	False
80	2	restaurant	90	False
80	3	was	90	False
80	4	famous	90	False
80	5	for	90	False
80	6	making	90	False
80	7	a	90	False
80	8	delicious	90	False
80	9	gravy	90	True
80	10	that	90	False
80	11	tastes	90	False
80	12	great.	90	False
81	1	Before	90	False
81	2	mopping,	90	False
81	3	he	90	False
81	4	had	90	False
81	5	to	90	False
81	6	sweep	90	False
81	7	the	90	False
81	8	floor	90	True
81	9	because	90	False
81	10	the	90	False
81	11	boss	90	False
81	12	insisted.	90	False
82	1	All	90	False
82	2	the	90	False
82	3	books	90	False
82	4	were	90	False
82	5	stacked	90	False
82	6	on	90	False
82	7	the	90	False
82	8	floor	90	True
82	9	because	90	False
82	10	the	90	False
82	11	boss	90	False
82	12	insisted.	90	False
83	1	After	90	False
83	2	the	90	False
83	3	party	90	False
83	4	the	90	False
83	5	butler	90	False
83	6	cleaned	90	False
83	7	the	90	False
83	8	floor	90	True
83	9	because	90	False
83	10	the	90	False
83	11	boss	90	False
83	12	insisted.	90	False
84	1	The	90	False
84	2	dairy	90	False
84	3	cow	90	False
84	4	produced	90	False
84	5	a	90	False
84	6	lot	90	False
84	7	of	90	False
84	8	milk	90	True
84	9	that	90	False
84	10	looks	90	False
84	11	fresh.	90	False
85	1	The	90	False
85	2	large	90	False
85	3	jug	90	False
85	4	held	90	False
85	5	a	90	False
85	6	lot	90	False
85	7	of	90	False
85	8	milk	90	True
85	9	that	90	False
85	10	looks	90	False
85	11	fresh.	90	False
86	1	The	90	False
86	2	local	90	False
86	3	farmers	90	False
86	4	produced	90	False
86	5	a	90	False
86	6	lot	90	False
86	7	of	90	False
86	8	milk	90	True
86	9	that	90	False
86	10	looks	90	False
86	11	fresh.	90	False
87	1	The	90	False
87	2	burgers	90	False
87	3	were	90	False
87	4	messy,	90	False
87	5	so	90	False
87	6	he	90	False
87	7	made	90	False
87	8	sure	90	False
87	9	to	90	False
87	10	grab	90	False
87	11	a	90	False
87	12	napkin	90	True
87	13	made	90	False
87	14	of	90	False
87	15	linen.	90	False
88	1	At	90	False
88	2	the	90	False
88	3	diner,	90	False
88	4	the	90	False
88	5	waitress	90	False
88	6	had	90	False
88	7	forgotten	90	False
88	8	to	90	False
88	9	bring	90	False
88	10	him	90	False
88	11	a	90	False
88	12	napkin	90	True
88	13	made	90	False
88	14	of	90	False
88	15	linen.	90	False
89	1	When	90	False
89	2	he	90	False
89	3	was	90	False
89	4	walking	90	False
89	5	past	90	False
89	6	the	90	False
89	7	kitchen	90	False
89	8	he	90	False
89	9	accidentally	90	False
89	10	dropped	90	False
89	11	a	90	False
89	12	napkin	90	True
89	13	made	90	False
89	14	of	90	False
89	15	linen.	90	False
90	1	Above	90	False
90	2	the	90	False
90	3	doorway,	90	False
90	4	he	90	False
90	5	heard	90	False
90	6	the	90	False
90	7	ticking	90	False
90	8	of	90	False
90	9	the	90	False
90	10	old	90	False
90	11	clock	90	True
90	12	on	90	False
90	13	the	90	False
90	14	wall.	90	False
91	1	In	90	False
91	2	the	90	False
91	3	den,	90	False
91	4	they	90	False
91	5	replaced	90	False
91	6	the	90	False
91	7	battery	90	False
91	8	in	90	False
91	9	the	90	False
91	10	old	90	False
91	11	clock	90	True
91	12	on	90	False
91	13	the	90	False
91	14	wall.	90	False
92	1	After	90	False
92	2	their	90	False
92	3	trip,	90	False
92	4	they	90	False
92	5	replaced	90	False
92	6	the	90	False
92	7	battery	90	False
92	8	in	90	False
92	9	the	90	False
92	10	old	90	False
92	11	clock	90	True
92	12	on	90	False
92	13	the	90	False
92	14	wall.	90	False
93	1	Her	90	False
93	2	fridge	90	False
93	3	was	90	False
93	4	empty,	90	False
93	5	and	90	False
93	6	she	90	False
93	7	had	90	False
93	8	nothing	90	False
93	9	to	90	False
93	10	eat	90	True
93	11	while	90	False
93	12	she	90	False
93	13	waited.	90	False
94	1	The	90	False
94	2	premiere	90	False
94	3	was	90	False
94	4	starting,	90	False
94	5	and	90	False
94	6	she	90	False
94	7	had	90	False
94	8	nothing	90	False
94	9	to	90	False
94	10	eat	90	True
94	11	while	90	False
94	12	she	90	False
94	13	waited.	90	False
95	1	My	90	False
95	2	cousin	90	False
95	3	was	90	False
95	4	bored,	90	False
95	5	and	90	False
95	6	she	90	False
95	7	had	90	False
95	8	nothing	90	False
95	9	to	90	False
95	10	eat	90	True
95	11	while	90	False
95	12	she	90	False
95	13	waited.	90	False
96	1	Instead	90	False
96	2	of	90	False
96	3	a	90	False
96	4	shower,	90	False
96	5	she	90	False
96	6	decided	90	False
96	7	to	90	False
96	8	take	90	False
96	9	a	90	False
96	10	bath	90	True
96	11	at	90	False
96	12	home.	90	False
97	1	To	90	False
97	2	relax	90	False
97	3	after	90	False
97	4	work,	90	False
97	5	Bill	90	False
97	6	decided	90	False
97	7	to	90	False
97	8	take	90	False
97	9	a	90	False
97	10	bath	90	True
97	11	at	90	False
97	12	home.	90	False
98	1	That	90	False
98	2	weekend,	90	False
98	3	their	90	False
98	4	interior	90	False
98	5	decorator	90	False
98	6	helped	90	False
98	7	them	90	False
98	8	install	90	False
98	9	a	90	False
98	10	bath	90	True
98	11	at	90	False
98	12	home.	90	False
99	1	The	90	False
99	2	tennis	90	False
99	3	player	90	False
99	4	firmly	90	False
99	5	gripped	90	False
99	6	the	90	False
99	7	handle	90	False
99	8	of	90	False
99	9	his	90	False
99	10	racket	90	True
99	11	and	90	False
99	12	swung.	90	False
100	1	While	90	False
100	2	waiting	90	False
100	3	for	90	False
100	4	his	90	False
100	5	partner,	90	False
100	6	the	90	False
